age,workclass,education,marital_status,occupation,race,sex,hours_per_week,capital_gain,capital_loss,native_country,income
53,Self-emp-not-inc,Bachelors,Married-spouse-absent,Craft-repair,Asian-Pac-Islander,Male,91,5105,2035,Canada,>50K
39,State-gov,HS Graduate,Married-civ-spouse,Exec-managerial,White,Female,96,8379,2114,Germany,>50K
82,Federal-gov,10th Grade,Divorced,Prof-specialty,White,Female,52,5596,4872,United-States,<=50K
67,Private,Some College,Never-married,Prof-specialty,Asian-Pac-Islander,Male,96,4978,1976,Germany,<=50K
21,Local-gov,Bachelors,Married-spouse-absent,Craft-repair,Amer-Indian-Eskimo,Male,81,1681,4966,Germany,<=50K
89,Private,Masters,Separated,Exec-managerial,Amer-Indian-Eskimo,Female,43,8714,2778,Mexico,<=50K
69,Federal-gov,Masters,Widowed,Tech-support,Other,Male,96,1935,1524,Germany,<=50K
60,Private,Masters,Widowed,Exec-managerial,White,Female,18,7849,3390,Philippines,<=50K
63,Self-emp-not-inc,Masters,Widowed,Prof-specialty,Black,Female,36,7596,2176,Canada,>50K
21,Private,HS Graduate,Never-married,Craft-repair,Amer-Indian-Eskimo,Female,92,2221,2487,Canada,>50K
30,Self-emp-not-inc,10th Grade,Never-married,Sales,Black,Male,40,2063,1816,United-States,<=50K
55,Self-emp-inc,Some College,Divorced,Craft-repair,Amer-Indian-Eskimo,Male,60,1698,2480,United-States,>50K
62,Local-gov,HS Graduate,Never-married,Sales,Other,Male,61,124,2904,Canada,<=50K
42,Private,11th Grade,Separated,Other-service,White,Female,7,754,2485,Germany,<=50K
84,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Black,Female,58,1022,1820,United-States,>50K
72,Federal-gov,Masters,Separated,Exec-managerial,Other,Male,96,2144,3760,Canada,>50K
56,State-gov,11th Grade,Separated,Craft-repair,Black,Female,75,6214,1615,Canada,<=50K
82,Federal-gov,Bachelors,Married-spouse-absent,Other-service,White,Male,28,7861,568,Philippines,<=50K
19,Self-emp-not-inc,10th Grade,Married-civ-spouse,Prof-specialty,Other,Male,26,1101,4636,Mexico,>50K
86,Local-gov,Doctorate,Widowed,Craft-repair,White,Female,44,5971,4771,Germany,>50K
79,Self-emp-inc,10th Grade,Separated,Tech-support,White,Female,78,9730,4511,Mexico,<=50K
63,Self-emp-inc,Doctorate,Widowed,Tech-support,Asian-Pac-Islander,Female,25,2262,1266,Germany,<=50K
48,Local-gov,Masters,Divorced,Prof-specialty,White,Male,87,7721,4706,Canada,<=50K
52,State-gov,11th Grade,Widowed,Sales,Amer-Indian-Eskimo,Male,79,8483,3209,Canada,>50K
62,Private,HS Graduate,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,95,8206,1789,Germany,>50K
71,Self-emp-not-inc,11th Grade,Widowed,Exec-managerial,Black,Male,94,8581,3672,Mexico,<=50K
88,Self-emp-inc,Bachelors,Never-married,Sales,White,Male,29,5624,393,Mexico,>50K
86,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Other,Female,93,1915,4284,United-States,>50K
46,Self-emp-inc,Some College,Married-civ-spouse,Prof-specialty,Black,Male,61,73,703,Mexico,<=50K
89,Self-emp-inc,Doctorate,Separated,Sales,Asian-Pac-Islander,Female,44,3577,3196,Mexico,<=50K
25,Private,Bachelors,Never-married,Exec-managerial,White,Male,11,7761,1694,Philippines,>50K
71,Self-emp-inc,11th Grade,Never-married,Tech-support,Black,Male,83,6060,4674,United-States,<=50K
24,Self-emp-not-inc,HS Graduate,Widowed,Sales,Black,Female,35,2845,2337,Philippines,>50K
40,Local-gov,11th Grade,Married-civ-spouse,Exec-managerial,White,Female,19,7058,3026,Canada,>50K
49,State-gov,Bachelors,Never-married,Prof-specialty,White,Male,13,2760,3778,Philippines,>50K
79,State-gov,HS Graduate,Divorced,Tech-support,Other,Male,89,8959,3036,United-States,>50K
62,State-gov,HS Graduate,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Female,39,3877,698,Germany,<=50K
85,Private,Doctorate,Separated,Exec-managerial,Asian-Pac-Islander,Male,74,9198,347,United-States,>50K
47,State-gov,Some College,Separated,Craft-repair,White,Male,8,4007,2784,Philippines,<=50K
56,Private,Some College,Married-spouse-absent,Tech-support,White,Female,71,8701,2720,United-States,>50K
22,State-gov,HS Graduate,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Female,88,6764,2649,Canada,<=50K
84,Local-gov,Masters,Never-married,Prof-specialty,White,Male,37,3045,3169,Mexico,<=50K
39,Self-emp-not-inc,Bachelors,Separated,Exec-managerial,Amer-Indian-Eskimo,Male,30,432,2022,Mexico,<=50K
45,State-gov,11th Grade,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Male,18,9652,4650,Germany,<=50K
39,Self-emp-inc,Masters,Widowed,Other-service,Amer-Indian-Eskimo,Male,74,2996,4431,Philippines,>50K
46,Self-emp-inc,Some College,Never-married,Prof-specialty,White,Male,5,5557,3786,United-States,<=50K
60,State-gov,Masters,Married-civ-spouse,Other-service,Other,Female,36,284,3114,Mexico,<=50K
59,Self-emp-not-inc,Doctorate,Widowed,Craft-repair,Other,Female,93,6115,2626,Germany,<=50K
77,Federal-gov,Some College,Divorced,Tech-support,White,Male,9,7242,2210,Mexico,<=50K
88,Local-gov,HS Graduate,Separated,Other-service,Amer-Indian-Eskimo,Female,33,3992,528,Germany,<=50K
85,Self-emp-not-inc,Some College,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Male,32,806,2638,Philippines,>50K
76,Self-emp-inc,Bachelors,Married-spouse-absent,Craft-repair,Other,Female,74,7968,2972,Canada,<=50K
23,Local-gov,Masters,Never-married,Exec-managerial,Black,Male,18,1610,530,Mexico,<=50K
45,State-gov,10th Grade,Widowed,Craft-repair,Asian-Pac-Islander,Male,81,3235,4048,Mexico,<=50K
48,Local-gov,Masters,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Male,10,9236,2364,Philippines,<=50K
56,Self-emp-inc,Masters,Married-civ-spouse,Craft-repair,White,Female,53,4626,1340,Mexico,>50K
67,Self-emp-not-inc,Masters,Widowed,Sales,Other,Male,2,278,1797,Mexico,>50K
54,Federal-gov,Bachelors,Married-spouse-absent,Sales,Black,Male,78,5129,3359,Mexico,<=50K
89,Local-gov,Doctorate,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Female,85,6261,1798,Philippines,>50K
32,State-gov,Doctorate,Never-married,Craft-repair,White,Female,54,4528,3821,United-States,>50K
68,Local-gov,10th Grade,Separated,Craft-repair,Black,Female,97,1909,2019,Philippines,>50K
87,Local-gov,HS Graduate,Never-married,Exec-managerial,Amer-Indian-Eskimo,Male,69,4099,4909,Canada,>50K
40,State-gov,10th Grade,Never-married,Exec-managerial,White,Male,55,765,1795,Germany,>50K
42,State-gov,Some College,Separated,Prof-specialty,Other,Male,46,4713,4776,Philippines,>50K
63,State-gov,Masters,Married-spouse-absent,Sales,White,Female,98,716,2942,Germany,<=50K
40,Self-emp-not-inc,Some College,Married-civ-spouse,Other-service,White,Female,53,1246,3829,Canada,>50K
27,Local-gov,Masters,Widowed,Craft-repair,Black,Male,11,7926,2330,Mexico,<=50K
49,State-gov,Masters,Widowed,Prof-specialty,Black,Female,77,7694,1342,Mexico,<=50K
68,Self-emp-inc,10th Grade,Divorced,Other-service,Amer-Indian-Eskimo,Female,29,7056,4899,Germany,<=50K
58,Self-emp-inc,Doctorate,Never-married,Tech-support,Other,Male,11,6278,1940,Philippines,>50K
82,State-gov,10th Grade,Separated,Tech-support,Other,Female,59,3752,2260,Philippines,<=50K
82,Private,HS Graduate,Widowed,Craft-repair,Other,Male,8,5573,3042,United-States,>50K
57,Local-gov,Doctorate,Separated,Tech-support,Asian-Pac-Islander,Male,52,2097,1460,Mexico,>50K
35,Federal-gov,10th Grade,Widowed,Other-service,Other,Male,97,4082,1531,Germany,>50K
53,Private,Doctorate,Separated,Tech-support,White,Male,46,557,4101,United-States,<=50K
48,Local-gov,10th Grade,Never-married,Craft-repair,White,Male,96,68,3437,Canada,>50K
71,Local-gov,Doctorate,Divorced,Sales,White,Male,6,7859,4313,Philippines,>50K
80,State-gov,Some College,Divorced,Exec-managerial,Asian-Pac-Islander,Female,66,8439,2158,Canada,<=50K
18,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,White,Female,29,617,2645,Philippines,>50K
69,Self-emp-not-inc,Bachelors,Married-spouse-absent,Exec-managerial,Black,Male,35,7456,24,Mexico,>50K
74,Self-emp-inc,11th Grade,Married-spouse-absent,Sales,Asian-Pac-Islander,Female,32,9577,2759,United-States,>50K
26,Private,HS Graduate,Married-civ-spouse,Tech-support,Black,Female,86,3639,1677,Philippines,<=50K
73,Private,Some College,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,47,8579,3659,Mexico,>50K
64,State-gov,Doctorate,Separated,Other-service,White,Female,4,3844,3225,United-States,>50K
20,Private,Doctorate,Never-married,Tech-support,Amer-Indian-Eskimo,Female,34,3430,4314,Canada,<=50K
19,State-gov,HS Graduate,Never-married,Sales,Other,Female,90,3429,3932,United-States,<=50K
71,Self-emp-inc,HS Graduate,Separated,Prof-specialty,Other,Male,34,3408,346,Mexico,>50K
54,Federal-gov,Doctorate,Separated,Exec-managerial,Other,Female,48,2617,771,Germany,>50K
73,Federal-gov,11th Grade,Widowed,Tech-support,Other,Male,69,7534,1945,Mexico,<=50K
48,State-gov,10th Grade,Divorced,Sales,Black,Male,35,585,830,Philippines,<=50K
29,Federal-gov,Some College,Widowed,Craft-repair,Other,Female,39,3608,3740,Germany,<=50K
75,State-gov,HS Graduate,Separated,Prof-specialty,Other,Female,49,426,4673,Canada,>50K
84,Private,Bachelors,Separated,Exec-managerial,Amer-Indian-Eskimo,Female,79,7813,3551,Germany,<=50K
43,Local-gov,11th Grade,Separated,Craft-repair,Black,Male,11,713,4662,Canada,>50K
29,Private,Some College,Widowed,Craft-repair,Other,Female,19,7619,84,Mexico,>50K
33,State-gov,Bachelors,Divorced,Exec-managerial,Asian-Pac-Islander,Male,11,3369,2986,Germany,>50K
70,Local-gov,Masters,Separated,Other-service,Black,Male,31,3269,3241,Canada,>50K
89,Self-emp-not-inc,11th Grade,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,2,9749,4050,Philippines,>50K
66,State-gov,11th Grade,Divorced,Sales,Black,Female,25,2710,2972,Germany,>50K
66,State-gov,Some College,Married-civ-spouse,Other-service,Other,Female,31,3963,3018,Canada,<=50K
24,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,White,Male,37,4696,3071,United-States,<=50K
32,Federal-gov,Doctorate,Divorced,Craft-repair,Black,Female,9,2720,62,Germany,<=50K
53,Private,Masters,Married-civ-spouse,Exec-managerial,Other,Male,10,3079,1056,Germany,>50K
89,Private,Bachelors,Never-married,Exec-managerial,Black,Male,60,2064,905,Germany,>50K
32,Self-emp-not-inc,11th Grade,Widowed,Tech-support,Black,Female,1,7778,238,Mexico,>50K
79,Local-gov,Doctorate,Separated,Prof-specialty,Asian-Pac-Islander,Male,51,1518,2184,Canada,>50K
35,Federal-gov,Masters,Never-married,Exec-managerial,Asian-Pac-Islander,Male,61,4406,2593,Germany,>50K
63,Self-emp-inc,Doctorate,Separated,Exec-managerial,Amer-Indian-Eskimo,Male,21,6751,709,Canada,>50K
78,Local-gov,Bachelors,Separated,Tech-support,Asian-Pac-Islander,Female,52,9956,4676,United-States,>50K
60,Local-gov,Doctorate,Never-married,Other-service,Black,Male,54,6282,454,Germany,>50K
61,State-gov,11th Grade,Separated,Prof-specialty,White,Female,95,9366,643,Mexico,>50K
83,Federal-gov,11th Grade,Divorced,Prof-specialty,Asian-Pac-Islander,Male,22,1387,572,Germany,>50K
72,Self-emp-inc,Some College,Widowed,Tech-support,Asian-Pac-Islander,Female,63,7236,2919,Canada,<=50K
56,Federal-gov,10th Grade,Separated,Exec-managerial,White,Female,65,7896,3808,Germany,>50K
22,Federal-gov,Some College,Widowed,Other-service,Amer-Indian-Eskimo,Female,57,5504,3869,Philippines,<=50K
74,Private,Masters,Married-spouse-absent,Prof-specialty,Amer-Indian-Eskimo,Male,92,3603,3707,Mexico,<=50K
32,Self-emp-inc,Bachelors,Married-civ-spouse,Tech-support,Other,Male,3,1216,1489,United-States,>50K
33,Local-gov,Some College,Separated,Tech-support,Asian-Pac-Islander,Male,16,8464,2711,Canada,>50K
74,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Female,72,7398,2433,United-States,>50K
42,Self-emp-not-inc,HS Graduate,Widowed,Tech-support,Other,Female,24,8023,2428,Canada,>50K
39,Self-emp-inc,11th Grade,Never-married,Exec-managerial,Amer-Indian-Eskimo,Female,53,403,757,Philippines,>50K
48,Self-emp-not-inc,10th Grade,Widowed,Craft-repair,White,Female,52,3372,3239,Canada,<=50K
51,Local-gov,Bachelors,Divorced,Tech-support,Black,Female,4,3265,2474,United-States,>50K
33,Self-emp-inc,11th Grade,Divorced,Other-service,White,Male,60,6881,4925,Canada,>50K
87,Private,Bachelors,Widowed,Exec-managerial,White,Male,45,2434,2218,Mexico,<=50K
76,Self-emp-inc,11th Grade,Widowed,Other-service,White,Female,64,2356,4318,Germany,<=50K
32,Local-gov,Some College,Married-civ-spouse,Craft-repair,White,Male,7,7884,1308,United-States,<=50K
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Black,Female,65,6304,2753,Mexico,<=50K
41,Local-gov,Some College,Separated,Prof-specialty,Black,Male,76,6559,1642,Canada,<=50K
30,State-gov,11th Grade,Married-civ-spouse,Other-service,Other,Female,69,1983,3803,Germany,>50K
82,Self-emp-inc,Some College,Married-spouse-absent,Tech-support,Amer-Indian-Eskimo,Male,33,5542,4295,Germany,<=50K
53,Local-gov,HS Graduate,Never-married,Prof-specialty,Asian-Pac-Islander,Female,89,6044,4801,Canada,<=50K
66,Self-emp-inc,HS Graduate,Never-married,Other-service,Black,Male,56,7936,4701,Canada,>50K
65,Private,HS Graduate,Married-spouse-absent,Other-service,Amer-Indian-Eskimo,Male,89,801,2259,Germany,<=50K
60,Self-emp-inc,HS Graduate,Married-civ-spouse,Exec-managerial,Other,Male,26,958,4840,United-States,<=50K
23,Local-gov,Doctorate,Married-spouse-absent,Prof-specialty,Amer-Indian-Eskimo,Female,21,6233,4586,Canada,>50K
85,Local-gov,Masters,Widowed,Other-service,Asian-Pac-Islander,Female,64,6612,1668,Philippines,>50K
31,State-gov,11th Grade,Widowed,Sales,White,Male,30,3593,1041,Canada,<=50K
47,State-gov,Bachelors,Never-married,Sales,Asian-Pac-Islander,Female,30,4725,140,Philippines,>50K
25,Local-gov,11th Grade,Widowed,Exec-managerial,Asian-Pac-Islander,Female,88,2628,1435,Mexico,>50K
71,Self-emp-not-inc,Some College,Divorced,Sales,Black,Female,44,3149,4099,Philippines,<=50K
83,Self-emp-not-inc,10th Grade,Widowed,Exec-managerial,Black,Male,59,4816,4863,United-States,<=50K
21,Self-emp-not-inc,HS Graduate,Never-married,Other-service,Asian-Pac-Islander,Female,82,8290,303,Canada,>50K
77,Federal-gov,Doctorate,Separated,Prof-specialty,White,Male,19,4397,539,Philippines,<=50K
70,State-gov,HS Graduate,Married-civ-spouse,Exec-managerial,White,Female,56,3348,2806,Mexico,>50K
32,Self-emp-inc,HS Graduate,Married-civ-spouse,Sales,Black,Male,19,3499,3621,Germany,>50K
18,Self-emp-not-inc,10th Grade,Separated,Tech-support,White,Female,61,740,4937,Mexico,>50K
39,Local-gov,Some College,Divorced,Tech-support,Asian-Pac-Islander,Male,9,8743,2179,Philippines,>50K
32,Local-gov,Some College,Divorced,Sales,Asian-Pac-Islander,Male,3,2582,4827,Philippines,<=50K
39,Self-emp-not-inc,Bachelors,Separated,Tech-support,Other,Female,63,5898,1183,United-States,<=50K
67,State-gov,11th Grade,Widowed,Exec-managerial,Other,Male,51,9472,3586,Germany,<=50K
65,Self-emp-not-inc,Some College,Never-married,Sales,Asian-Pac-Islander,Female,82,7303,1449,Canada,>50K
68,Local-gov,Some College,Divorced,Craft-repair,Asian-Pac-Islander,Male,36,5634,1481,United-States,>50K
34,Self-emp-not-inc,11th Grade,Divorced,Other-service,Black,Female,59,2267,540,United-States,<=50K
68,State-gov,10th Grade,Separated,Craft-repair,Amer-Indian-Eskimo,Female,49,4978,594,Germany,>50K
54,Federal-gov,Masters,Married-spouse-absent,Exec-managerial,Other,Female,24,6724,3567,United-States,>50K
66,Federal-gov,Some College,Separated,Sales,White,Male,72,6888,2958,Philippines,<=50K
76,State-gov,Doctorate,Divorced,Other-service,Asian-Pac-Islander,Male,57,8388,1734,Mexico,>50K
27,Federal-gov,11th Grade,Widowed,Craft-repair,Amer-Indian-Eskimo,Male,86,5954,886,Germany,<=50K
47,Private,11th Grade,Married-spouse-absent,Exec-managerial,Amer-Indian-Eskimo,Female,23,705,3320,Germany,<=50K
38,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Other,Male,72,6496,451,Canada,>50K
51,Local-gov,Some College,Married-civ-spouse,Exec-managerial,Black,Female,83,1596,1408,Philippines,<=50K
67,State-gov,10th Grade,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,46,7216,2807,Mexico,<=50K
64,Private,Bachelors,Married-spouse-absent,Other-service,Asian-Pac-Islander,Female,63,4093,551,Mexico,<=50K
23,Local-gov,Doctorate,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Male,74,3002,2720,Germany,>50K
67,Local-gov,11th Grade,Divorced,Craft-repair,Black,Male,55,5687,1907,United-States,>50K
80,State-gov,10th Grade,Divorced,Other-service,Amer-Indian-Eskimo,Male,20,8964,2578,Mexico,>50K
29,State-gov,HS Graduate,Married-civ-spouse,Craft-repair,White,Female,91,3390,4301,Germany,>50K
58,Self-emp-not-inc,Some College,Married-civ-spouse,Sales,White,Male,5,1461,2515,Canada,>50K
48,State-gov,10th Grade,Widowed,Sales,Asian-Pac-Islander,Female,84,2046,2879,Mexico,<=50K
19,Self-emp-inc,10th Grade,Widowed,Sales,Other,Female,47,2707,1623,Philippines,<=50K
33,Federal-gov,Doctorate,Married-spouse-absent,Craft-repair,Amer-Indian-Eskimo,Male,66,4273,1169,United-States,<=50K
18,State-gov,Masters,Widowed,Prof-specialty,Asian-Pac-Islander,Female,80,6654,2562,Germany,>50K
21,Self-emp-inc,Some College,Never-married,Prof-specialty,White,Female,55,3128,1266,United-States,>50K
64,Self-emp-inc,Masters,Widowed,Craft-repair,Amer-Indian-Eskimo,Male,59,4070,4446,Mexico,>50K
82,Self-emp-not-inc,Masters,Widowed,Sales,Asian-Pac-Islander,Male,31,7539,3745,Germany,>50K
69,Self-emp-inc,Bachelors,Divorced,Sales,Other,Male,81,6113,2569,Canada,<=50K
64,Federal-gov,Bachelors,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,22,7665,3145,United-States,<=50K
67,Private,Doctorate,Married-spouse-absent,Other-service,White,Male,16,4945,445,United-States,>50K
62,Local-gov,10th Grade,Widowed,Craft-repair,Black,Male,11,4877,1784,United-States,>50K
59,Federal-gov,Masters,Widowed,Tech-support,Asian-Pac-Islander,Female,11,1006,4979,Germany,<=50K
73,Self-emp-not-inc,11th Grade,Widowed,Prof-specialty,Black,Female,54,5471,1787,United-States,>50K
88,Private,Masters,Divorced,Tech-support,Black,Male,49,9121,235,Germany,<=50K
74,Self-emp-not-inc,Doctorate,Never-married,Other-service,Asian-Pac-Islander,Male,1,124,558,Germany,<=50K
50,Federal-gov,Masters,Separated,Exec-managerial,White,Male,92,3212,1455,Canada,>50K
45,Local-gov,11th Grade,Married-spouse-absent,Tech-support,Black,Male,46,9429,1618,Canada,>50K
61,Self-emp-inc,Some College,Married-spouse-absent,Craft-repair,Black,Male,62,9205,4703,Mexico,<=50K
73,State-gov,11th Grade,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,91,5151,4753,Mexico,>50K
61,State-gov,11th Grade,Divorced,Craft-repair,White,Female,68,4797,897,United-States,>50K
51,Self-emp-inc,Doctorate,Divorced,Other-service,Amer-Indian-Eskimo,Female,84,7356,4942,Germany,<=50K
31,Self-emp-not-inc,Masters,Married-spouse-absent,Prof-specialty,Amer-Indian-Eskimo,Male,6,2304,3933,Germany,>50K
85,Private,Doctorate,Divorced,Craft-repair,Other,Male,77,9393,2664,United-States,<=50K
46,State-gov,HS Graduate,Widowed,Tech-support,Asian-Pac-Islander,Female,21,8435,4960,Philippines,>50K
34,Local-gov,11th Grade,Divorced,Sales,Black,Male,31,2129,1734,Canada,<=50K
26,Self-emp-not-inc,Masters,Separated,Craft-repair,White,Male,48,8445,2646,Germany,>50K
44,Local-gov,Bachelors,Divorced,Tech-support,Black,Male,41,2183,1009,Mexico,<=50K
66,State-gov,Doctorate,Never-married,Sales,Amer-Indian-Eskimo,Female,96,6646,4441,Philippines,<=50K
54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,White,Male,46,9366,4465,Germany,<=50K
45,Private,HS Graduate,Married-spouse-absent,Exec-managerial,White,Male,76,5249,478,Canada,<=50K
67,Federal-gov,Bachelors,Widowed,Craft-repair,Asian-Pac-Islander,Female,50,6189,3112,Philippines,>50K
72,Self-emp-inc,10th Grade,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Female,23,3732,3605,Philippines,>50K
21,Local-gov,11th Grade,Married-spouse-absent,Craft-repair,Other,Male,36,2309,2359,Philippines,>50K
36,Local-gov,HS Graduate,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,32,6261,1624,Mexico,>50K
54,Private,Bachelors,Married-spouse-absent,Craft-repair,Black,Male,39,3806,437,Mexico,<=50K
21,Local-gov,Doctorate,Married-spouse-absent,Exec-managerial,White,Female,88,9622,379,Philippines,<=50K
54,Federal-gov,11th Grade,Divorced,Craft-repair,Black,Male,55,2318,4870,Canada,<=50K
68,Federal-gov,HS Graduate,Divorced,Sales,Other,Male,42,3144,3584,Mexico,>50K
49,Private,Some College,Married-spouse-absent,Sales,White,Female,72,2606,771,Mexico,>50K
62,Self-emp-not-inc,11th Grade,Widowed,Exec-managerial,Other,Male,32,1771,1899,Mexico,<=50K
29,Self-emp-not-inc,HS Graduate,Widowed,Sales,White,Female,88,9434,1693,United-States,>50K
58,Local-gov,Doctorate,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Female,5,6910,3665,Philippines,<=50K
73,Local-gov,Masters,Married-spouse-absent,Tech-support,Asian-Pac-Islander,Female,76,5304,2835,Canada,>50K
31,Private,Doctorate,Widowed,Tech-support,Amer-Indian-Eskimo,Female,96,9032,4663,Canada,<=50K
71,Federal-gov,Some College,Divorced,Craft-repair,Amer-Indian-Eskimo,Male,1,8339,3162,United-States,<=50K
80,Private,Masters,Separated,Sales,Amer-Indian-Eskimo,Female,96,3194,1300,Mexico,<=50K
82,Self-emp-not-inc,11th Grade,Divorced,Other-service,Amer-Indian-Eskimo,Female,79,5201,2762,Canada,<=50K
75,Federal-gov,Doctorate,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,34,3775,995,Mexico,<=50K
38,Local-gov,Bachelors,Married-spouse-absent,Sales,Other,Male,34,6396,1152,Mexico,>50K
21,Self-emp-not-inc,Doctorate,Divorced,Prof-specialty,Black,Male,8,5031,3563,Germany,>50K
63,Self-emp-inc,Bachelors,Married-spouse-absent,Prof-specialty,Amer-Indian-Eskimo,Male,47,2459,4992,Canada,>50K
29,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Other,Female,57,9859,2102,Germany,>50K
47,Federal-gov,11th Grade,Separated,Sales,Amer-Indian-Eskimo,Male,79,3663,2029,United-States,<=50K
77,Federal-gov,Masters,Separated,Tech-support,Amer-Indian-Eskimo,Female,2,464,125,Philippines,<=50K
88,Private,Masters,Divorced,Other-service,Asian-Pac-Islander,Male,25,4780,425,Philippines,<=50K
82,Federal-gov,Bachelors,Widowed,Other-service,Other,Male,63,7502,4613,Philippines,<=50K
31,Self-emp-inc,Some College,Married-civ-spouse,Tech-support,Amer-Indian-Eskimo,Male,62,3280,4944,Philippines,<=50K
61,Self-emp-inc,Masters,Widowed,Craft-repair,Asian-Pac-Islander,Male,14,7081,1340,Canada,>50K
43,Federal-gov,Doctorate,Divorced,Tech-support,White,Male,25,7454,3069,Germany,<=50K
33,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Male,2,3641,1143,Germany,>50K
24,Federal-gov,Bachelors,Married-spouse-absent,Sales,White,Male,52,5860,2696,Germany,<=50K
49,Local-gov,10th Grade,Separated,Tech-support,Black,Male,91,4750,1759,Germany,>50K
33,Federal-gov,Doctorate,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,81,6333,2265,Mexico,<=50K
79,Self-emp-not-inc,Masters,Never-married,Craft-repair,White,Female,72,4903,153,United-States,<=50K
47,Federal-gov,Masters,Divorced,Other-service,Other,Female,8,627,2615,Germany,<=50K
88,Self-emp-not-inc,10th Grade,Divorced,Craft-repair,Other,Male,45,1888,2561,Canada,>50K
29,Local-gov,Doctorate,Widowed,Tech-support,Asian-Pac-Islander,Female,60,5025,2918,Philippines,<=50K
84,Federal-gov,11th Grade,Married-spouse-absent,Other-service,Black,Female,88,8791,3052,Canada,>50K
63,Local-gov,11th Grade,Never-married,Sales,Amer-Indian-Eskimo,Male,97,8599,3804,United-States,<=50K
60,Self-emp-inc,Some College,Widowed,Tech-support,White,Female,92,5578,2941,Germany,>50K
72,State-gov,Doctorate,Never-married,Prof-specialty,Other,Female,14,5659,140,United-States,>50K
62,Private,Masters,Separated,Other-service,White,Male,73,3889,4804,Germany,>50K
77,Local-gov,HS Graduate,Married-civ-spouse,Tech-support,Other,Female,81,9299,1348,Philippines,<=50K
88,Self-emp-not-inc,Some College,Separated,Sales,Other,Female,3,7731,2100,Philippines,<=50K
49,Private,11th Grade,Married-civ-spouse,Tech-support,White,Female,11,6487,1290,Mexico,>50K
25,State-gov,HS Graduate,Widowed,Exec-managerial,Asian-Pac-Islander,Male,23,2110,237,United-States,>50K
79,Federal-gov,HS Graduate,Never-married,Craft-repair,Asian-Pac-Islander,Female,41,2090,4017,Mexico,>50K
37,Self-emp-not-inc,Some College,Married-civ-spouse,Tech-support,White,Male,19,8635,2020,Mexico,>50K
35,Private,11th Grade,Married-spouse-absent,Prof-specialty,Amer-Indian-Eskimo,Male,72,2007,1977,Philippines,>50K
23,Private,Masters,Separated,Prof-specialty,Black,Female,53,916,1555,Germany,<=50K
46,Local-gov,Some College,Divorced,Prof-specialty,Asian-Pac-Islander,Female,72,6290,902,Mexico,>50K
21,Federal-gov,Doctorate,Divorced,Exec-managerial,Other,Male,82,5351,2647,Philippines,<=50K
88,Federal-gov,10th Grade,Divorced,Exec-managerial,Other,Male,86,4054,1884,Germany,<=50K
60,Federal-gov,Doctorate,Widowed,Prof-specialty,Amer-Indian-Eskimo,Male,44,8451,1297,Philippines,>50K
51,Local-gov,10th Grade,Separated,Tech-support,White,Female,7,9754,229,Mexico,>50K
88,Local-gov,HS Graduate,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Female,53,388,2569,Germany,<=50K
50,Federal-gov,HS Graduate,Separated,Other-service,White,Female,20,1978,2156,Mexico,<=50K
32,Private,Doctorate,Separated,Other-service,Other,Female,9,9361,2210,Philippines,>50K
57,State-gov,Some College,Widowed,Craft-repair,Amer-Indian-Eskimo,Male,64,58,2103,Germany,<=50K
22,Federal-gov,11th Grade,Married-civ-spouse,Other-service,Asian-Pac-Islander,Female,40,9296,383,Mexico,>50K
67,Local-gov,HS Graduate,Married-civ-spouse,Sales,White,Female,43,5737,2308,United-States,<=50K
83,Federal-gov,Bachelors,Separated,Tech-support,White,Male,67,8435,4407,Philippines,>50K
